barcode,foodcode,usdadescmain,hei_score
073321000059,54408020.0,"Pretzels, soft",0.1
054644001060,51154600.0,"Roll, cheese",0.2
023700014498,24198740.0,Chicken nuggets,0.04
054644001305,51150000.0,"Roll, white, soft",0.11
043000046616,92191100.0,"Coffee, dry instant powder, regular",0.05
038000553752,53530000.0,Breakfast tart,0.03
028749131991,23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.04
028400001526,53243000.0,"Cookie, vanilla sandwich",0.04
078742093390,26319180.0,"Shrimp, canned",0.36
078314211757,91108010.0,"Sugar substitute, herbal extract sweetener, liquid",0.11
082657785400,92410210.0,"Carbonated water, unsweetened",0.03
014113533843,42101200.0,"Almonds, dry roasted (assume salted)",0.49
015400001267,9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",0.11
015400200608,14201010.0,"Cheese, cottage, creamed, large or small curd",0.08
619211577357,63141170.0,"Pineapple, cooked or canned, juice pack",0.1
024100371969,54304000.0,"Cracker, cheese",0.04
041250072034,94100200.0,"Water, bottled, sweetened, with low or no calorie sweetener",0.01
077782013245,25221410.0,"Pork sausage, fresh, bulk, patty or link, cooked",0.03
051933157804,14106200.0,"Cheese, Monterey",0.13
051933192300,14410200.0,"Cheese, processed, American or Cheddar type",0.06
051933177000,27111410.0,Chili con carne with beans,0.08
051933110908,91201010.0,"Sugar substitute, aspartame-based, dry powder",0.39
041163473881,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.04
041200008083,54403050.0,"Popcorn, flavored",0.29
859987060350,75415022.0,"Onion rings, from frozen, batter-dipped, baked or fried",0.04
048800220938,73111212.0,"Peas and carrots, cooked, from frozen, fat not added in cooking",0.1
051933069107,13120100.0,"Ice cream bar or stick, chocolate covered",0.08
077400911045,25230900.0,"Turkey or chicken breast, prepackaged or deli, luncheon meat",0.05
081211006821,25210280.0,"Frankfurter or hot dog, meat and poultry",0.05
720579728012,20036.0,"Rice, brown, long-grain, raw",0.25
018400017191,92191100.0,"Coffee, dry instant powder, regular",0.04
051933116405,61204200.0,"Lemon juice, canned or bottled",0.04
078000182460,92410620.0,"Ginger ale, sugar-free",0.02
051933354821,25221910.0,"Vienna sausage, canned",0.11
051933218208,14107010.0,"Cheese, Mozzarella, NFS",0.06
051933232457,25221910.0,"Vienna sausage, canned",0.11
075620496649,5314.0,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, enhanced, raw",0.08
071314103367,51201010.0,"Bread, whole wheat, 100%",0.18
043000046500,92191100.0,"Coffee, dry instant powder, regular",0.04
013000002691,74406010.0,Barbecue sauce,0.2
051000025272,58132713.0,"Pasta with tomato sauce and frankfurters or hot dogs, canned",0.06
047677000315,13120121.0,"Ice cream bar or stick, rich ice cream, thick chocolate covering",0.09
688267032783,22601000.0,"Pork bacon, smoked or cured, cooked",0.07
688267127762,83202000.0,"French dressing, low-calorie",0.05
071025015973,51101000.0,"Bread, white",0.05
088004000332,93502000.0,Whiskey,0.02
051500141120,91402000.0,"Jam, preserves, all flavors",0.13
070640034086,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
021000301874,81101000.0,"Butter, stick, salted",0.16
715373100669,31101010.0,"Egg, whole, raw",0.07
071300000885,20120.0,"Spaghetti, dry, enriched",0.17
079548488182,31101010.0,"Egg, whole, raw",0.05
077567064257,13110100.0,"Ice cream, regular, flavors other than chocolate",0.02
024600011433,2047.0,"Salt, table",0.03
016000430525,53710400.0,Fiber One Chewy Bar,0.08
029000071506,42111100.0,"Peanuts, roasted, salted",0.03
041220807871,52215300.0,"Taco shell, corn",0.09
051500720028,42202000.0,Peanut butter,0.04
034779211176,21501350.0,"Ground beef, 90% - 94% lean, cooked",0.03
078742089492,62122100.0,"Prune, dried, uncooked",0.1
030000067000,57319500.0,"Sun Country 100% Natural Granola, with Almonds",0.08
078742212050,63135140.0,"Peach, cooked or canned, in light or medium syrup",0.1
070470439488,11422000.0,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk",0.1
078742352091,54202010.0,"Crackers, saltine, low sodium",0.08
072320110653,54101010.0,"Cracker, animal",0.06
080000495266,26155180.0,"Tuna, canned, oil pack",0.59
084706003640,23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.03
071580015807,11511200.0,"Milk, chocolate, reduced fat milk-based, 2% (formerly ""lowfat"")",0.04
048001001459,81302050.0,Tartar sauce,0.09
077567250704,13110100.0,"Ice cream, regular, flavors other than chocolate",0.02
041548751030,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
044000026530,54403110.0,"Popcorn, sugar syrup or caramel-coated",0.32
075450093988,14107030.0,"Cheese, Mozzarella, part skim",0.17
075450093759,14107010.0,"Cheese, Mozzarella, NFS",0.17
075450890129,14204010.0,"Cheese, cottage, lowfat (1-2% fat)",0.06
075450890037,11113000.0,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",0.01
027182028127,23612.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",0.09
075450096545,12310350.0,"Sour cream, light",0.11
075450044416,24122120.0,"Chicken, breast, roasted, broiled, or baked, skin not eaten",0.22
075450044393,24122120.0,"Chicken, breast, roasted, broiled, or baked, skin not eaten",0.22
071921161996,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.02
041498120665,42501000.0,Nut mixture with dried fruit and seeds,0.11
857151003264,93401020.0,"Wine, table, white",0.05
018200179938,93101000.0,Beer,0.02
044276018772,41205050.0,"Bean dip, made with refried beans",0.07
011213392523,61201220.0,"Grapefruit juice, canned, bottled or in a carton",0.03
013951555178,20099.0,"Macaroni, dry, enriched",0.08
024100594399,54304000.0,"Cracker, cheese",0.09
078742016740,42111500.0,"Peanuts, honey-roasted",0.09
015000079031,67414100.0,"Mango dessert, baby food",0.29
681131328852,72201100.0,"Broccoli, raw",0.14
050000622429,53200100.0,"Cookie, batter or dough, raw",0.05
072730313156,14201010.0,"Cheese, cottage, creamed, large or small curd",0.08
023000965759,41104020.0,"Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking",0.04
078742115405,74204013.0,"Tomatoes, from canned, stewed",0.11
049022565692,43102000.0,"Sunflower seeds, hulled, unroasted, without salt",1.14
049022570702,51184000.0,"Bread sticks, hard",0.24
011110091147,54401080.0,"Salty snacks, corn or cornmeal base, tortilla chips",0.14
011110972897,5075.0,"Chicken, broilers or fryers, leg, meat and skin, raw",0.01
024000393290,61101220.0,"Grapefruit, canned or frozen, unsweetened, water pack",0.02
070057002418,26305110.0,"Crab, cooked, NS as to cooking method",0.17
052159012052,11111000.0,"Milk, cow's, fluid, whole",0.02
014100074458,53230000.0,"Cookie, molasses",0.18
031200294517,62109100.0,"Cranberries, dried",0.24
022000155832,91802000.0,"Chewing gum, sugarless",0.27
043000022221,92305090.0,"Tea, made from powdered instant, presweetened with low calorie sweetener",1.18
719410700027,92651000.0,Energy drink,0.22
041420125126,91745020.0,Hard candy,0.12
026200140605,21602100.0,Beef jerky,0.27
852772001026,54402600.0,"Salty snacks, multigrain, whole grain, chips (made with whole corn, whole wheat, rice flour, and whole oat flour)",0.16
021000671373,22959.0,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",0.01
854447003038,91101010.0,"Sugar, white, granulated or lump",0.0
052159000493,11423000.0,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk",0.21
052159500719,11430000.0,"Yogurt, fruit variety, NS as to type  of milk",0.23
049574600148,51129010.0,"Bread, raisin",0.08
076840076574,13110100.0,"Ice cream, regular, flavors other than chocolate",0.12
074338004801,25210210.0,"Frankfurter or hot dog, beef",0.07
074338004177,25210210.0,"Frankfurter or hot dog, beef",0.07
041735158765,57404200.0,Malt-O-Meal Apple and Cinnamon Toasty O's,0.14
041735017499,54420010.0,"Multigrain mixture, pretzels, cereal and/or crackers, nuts",0.06
041735011671,13230110.0,"Pudding, ready-to-eat, flavors other than chocolate",0.11
071330606583,53520110.0,"Doughnut, cake type",0.04
041735070258,51150000.0,"Roll, white, soft",0.06
041735134608,25210280.0,"Frankfurter or hot dog, meat and poultry",0.08
071026000107,22709010.0,"Pork skin, rinds, deep-fried",0.22
085000006528,93401010.0,"Wine, table, red",0.02
021000016990,14108010.0,"Cheese, Parmesan, dry grated",0.17
051000197078,27111410.0,Chili con carne with beans,0.08
078929150571,22701040.0,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",0.03
681131916912,71603010.0,"Potato salad, made with mayonnaise",0.03
078742028989,21500100.0,"Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)",0.04
051500606247,18099.0,"Cake, chocolate, dry mix, regular",0.03
041331026628,32011.0,"Yellow rice with seasoning, dry packet mix, unprepared",0.12
024000016533,74201003.0,"Tomatoes, cooked, from canned, NS as to method",0.11
041331039505,54301000.0,"Cracker, snack",0.05
050000300624,12210400.0,"Cream substitute, powdered",0.15
051500760802,91305020.0,"Icing, white",0.07
077438555440,31101010.0,"Egg, whole, raw",0.04
041000008450,92305040.0,"Tea, made from powdered instant, presweetened with sugar",0.04
074584075303,61104220.0,"Grapefruit and orange sections, cooked, canned, or frozen, unsweetened, water pack",0.14
086600007366,26155190.0,"Tuna, canned, water pack",0.07
028700121320,64100110.0,"Fruit juice blend, 100% juice",0.02
899632001079,53109200.0,"Snack cake, not chocolate, with icing or filling",0.12
041000003653,75608300.0,"Onion soup, dry mix, not reconstituted",0.58
041000004148,75649060.0,"Vegetable soup, dry mix, not reconstituted",0.48
017400140090,20037.0,"Rice, brown, long-grain, cooked",0.43
020000273389,75120000.0,"Peas, green, raw",0.16
020000290140,75101800.0,"Beans, string, green, raw",0.16
030900002637,14410300.0,"Cheese, processed, American or Cheddar type, lowfat",0.11
013800159007,27515030.0,"Steak and cheese sandwich, plain, on roll",0.16
041483001412,14204010.0,"Cheese, cottage, lowfat (1-2% fat)",0.06
020000273358,75109600.0,"Corn, raw",0.16
644209424078,91305020.0,"Icing, white",10.58
043000038512,13230110.0,"Pudding, ready-to-eat, flavors other than chocolate",0.13
041500829272,75506010.0,Mustard,0.11
034000480982,91734100.0,Reese's Peanut Butter Cup,0.09
070784048208,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
027000419571,13230130.0,"Pudding, ready-to-eat, chocolate",0.12
070784028026,31101010.0,"Egg, whole, raw",0.04
070784239163,74404010.0,"Spaghetti sauce, meatless",0.04
041508811835,92410210.0,"Carbonated water, unsweetened",0.0
054400002249,75506010.0,Mustard,0.04
033604535128,31101010.0,"Egg, whole, raw",0.06
089087120733,92410510.0,"Soft drink, fruit-flavored, caffeine free",0.03
041331021647,42401010.0,"Coconut milk (liquid expressed from grated coconut meat, water added)",0.05
041331035217,15066.0,"Fish, pollock, Alaska, raw",0.05
029000075375,42111100.0,"Peanuts, roasted, salted",0.97
041271003604,92400000.0,"Soft drink, NFS",0.01
061500003373,92410360.0,"Soft drink, pepper-type",0.01
061500003380,92410550.0,"Soft drink, fruit flavored, caffeine containing",0.06
050700305882,75503010.0,"Cucumber pickles, dill",0.04
052894120326,58127310.0,"Croissant sandwich with ham, egg, and cheese",0.27
052894120159,32202030.0,"Egg, cheese, and sausage on English muffin",0.22
083120000976,93402000.0,"Wine, dessert, sweet",0.05
753792002645,64100110.0,"Fruit juice blend, 100% juice",0.02
753792002010,64105400.0,"Cranberry juice, 100%, not a blend",0.03
078742122328,52302010.0,"Muffin, fruit",0.09
078742002415,52302010.0,"Muffin, fruit",0.09
023700033574,25230210.0,"Ham, sliced, prepackaged or deli, luncheon meat",0.12
078742048482,58106734.0,"Pizza with extra meat and extra vegetables, prepared from frozen, thick crust",0.03
078742048529,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.04
014100072331,53201000.0,"Cookie, NFS",0.06
014100077084,53206000.0,"Cookie, chocolate chip",0.12
070077820306,75440170.0,"Vegetable sticks, breaded (including corn, carrots, and green beans)",0.07
070077001071,28143200.0,"Chicken in soy-based sauce, rice and vegetables (frozen meal)",0.09
070077001408,28113140.0,"Beef with spaetzle or rice, vegetable (frozen meal)",0.08
073474012008,12350000.0,"Dip, sour cream base",0.17
036514251102,14410200.0,"Cheese, processed, American or Cheddar type",0.11
072804007394,61210220.0,"Orange juice, canned, bottled or in a carton",0.11
049000023442,92410320.0,"Soft drink, cola-type, sugar-free",0.01
037578615039,71201015.0,"White potato chips, regular cut",0.22
023000381801,71201015.0,"White potato chips, regular cut",0.19
072290732909,25221410.0,"Pork sausage, fresh, bulk, patty or link, cooked",0.13
740500941563,20044.0,"Rice, white, long-grain, regular, raw, enriched",0.04
026400290001,11112110.0,"Milk, cow's, fluid, 2% fat",0.05
026800004451,20109.0,"Noodles, egg, dry, enriched",0.11
044100107801,12210210.0,"Cream substitute, flavored, liquid",0.07
020735092729,92301060.0,"Tea, NS as to type, presweetened with sugar",0.01
019063232303,94100200.0,"Water, bottled, sweetened, with low or no calorie sweetener",0.01
079997006692,92306020.0,"Tea, herbal, presweetened with sugar",0.02
073410025529,51301010.0,"Bread, wheat or cracked wheat",0.07
615984000559,54408010.0,"Pretzels, hard",0.1
715374544042,92191100.0,"Coffee, dry instant powder, regular",0.38
027568011118,14100100.0,"Cheese, natural, NFS",0.04
038000246159,57100100.0,"Cereal, ready-to-eat, NFS",0.04
041331025188,16052.0,"Broadbeans (fava beans), mature seeds, raw",0.03
070784428208,20099.0,"Macaroni, dry, enriched",0.08
070784112466,63101110.0,"Applesauce, stewed apples, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.06
762111885531,92191100.0,"Coffee, dry instant powder, regular",0.11
070784010922,14410200.0,"Cheese, processed, American or Cheddar type",0.11
011110875839,71405020.0,"White potato, hash brown, from frozen",0.06
021000646036,83106000.0,"Italian dressing, made with vinegar and oil",0.05
011110587985,14104020.0,"Cheese, Cheddar or American type, dry, grated",0.1
713210007041,53803250.0,"Cookie, teething, baby",0.2
022000004895,91802000.0,"Chewing gum, sugarless",1.64
876274001551,53201000.0,"Cookie, NFS",0.07
015400043687,94100100.0,"Water, bottled, unsweetened",0.0
051000123268,75607030.0,"Mushroom soup, canned, undiluted",0.1
072830070218,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
026400170907,14201010.0,"Cheese, cottage, creamed, large or small curd",0.08
029000016187,42110150.0,"Mixed nuts, roasted, without peanuts",0.21
015400015776,75510020.0,"Olives, black",0.68
015400016056,75219013.0,"Mushrooms, cooked, from canned, fat not added in cooking",0.22
M-4708,75226700.0,Pimiento,0.18
893919001509,94100100.0,"Water, bottled, unsweetened",0.04
070640450602,13110100.0,"Ice cream, regular, flavors other than chocolate",0.44
036632026026,11432000.0,"Yogurt, fruit variety, lowfat milk",0.09
741643010840,63111010.0,"Cherries, maraschino",0.09
070560978835,75102750.0,"Brussels sprouts, raw",0.19
018200110306,93101000.0,Beer,0.0
041220734085,92410310.0,"Soft drink, cola-type",0.01
041220004768,57100100.0,"Cereal, ready-to-eat, NFS",0.16
041220831579,75217500.0,"Hominy, cooked, fat not added in cooking",0.01
050100504380,81202000.0,Lard,0.02
048121216757,51180010.0,Bagel,0.03
078858510118,52215100.0,"Tortilla, corn",0.12
046000860510,74402250.0,"Enchilada sauce, red",0.15
013800173003,27540110.0,"Chicken sandwich, with spread",0.09
041268130375,26319130.0,"Shrimp, steamed or boiled",0.08
020662005342,58106200.0,"Pizza, cheese, prepared from frozen, thin crust",0.08
020662005335,58107220.0,"White pizza, thin crust",0.1
020662005359,58106500.0,"Pizza with meat, prepared from frozen, thin crust",0.1
031711000454,51601020.0,"Bread, multigrain",0.06
014100098669,53238000.0,"Cookie, sandwich-type, not chocolate or vanilla",0.18
750625651315,93401010.0,"Wine, table, red",0.05
082100736300,93401020.0,"Wine, table, white",0.05
871752001016,93401020.0,"Wine, table, white",0.05
088586004421,93401020.0,"Wine, table, white",0.05
078742230504,20099.0,"Macaroni, dry, enriched",0.08
011110034991,51301010.0,"Bread, wheat or cracked wheat",0.06
041548510972,13110100.0,"Ice cream, regular, flavors other than chocolate",0.04
045000001329,53450300.0,"Turnover or dumpling, berry",0.27
070253268373,28310110.0,"Beef, broth, bouillon, or consomme",0.07
070253268403,75607030.0,"Mushroom soup, canned, undiluted",0.11
045000001459,53108200.0,"Snack cake, chocolate, with icing or filling",0.25
045300005553,42202000.0,Peanut butter,0.03
067312005499,53210000.0,"Cookie, chocolate wafer",0.09
070640315208,13161630.0,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)",0.09
041380233572,53239000.0,"Cookie, shortbread",0.09
072220001983,51150000.0,"Roll, white, soft",0.03
072220100976,51201010.0,"Bread, whole wheat, 100%",0.18
